ONTOLOGY	TERM	N	DE	P.DE	FDR
BP	cellular response to redox state	2	1	0.032222300463713	0.678840265355564
BP	protein-DNA complex subunit organization	220	8	0.027889012348866	0.678840265355564
BP	pronephros morphogenesis	2	1	0.032222300463713	0.678840265355564
BP	mesonephric duct formation	2	1	0.032222300463713	0.678840265355564
BP	blood microparticle formation	2	1	0.032222300463713	0.678840265355564
BP	regulation of primary metabolic process	5742	110	0.0277814710135349	0.678840265355564
BP	negative regulation of protein glycosylation in Golgi	2	1	0.032222300463713	0.678840265355564
BP	fasciculation of motor neuron axon	2	1	0.032222300463713	0.678840265355564
BP	aggregation of unicellular organisms	2	1	0.032222300463713	0.678840265355564
BP	zinc ion import into synaptic vesicle	2	1	0.032222300463713	0.678840265355564
BP	glial cell projection elongation	2	1	0.032222300463713	0.678840265355564
BP	snRNA (adenine-N6)-methylation	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of bile acid secretion	2	1	0.032222300463713	0.678840265355564
BP	interleukin-10-mediated signaling pathway	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of bone mineralization involved in bone maturation	2	1	0.032222300463713	0.678840265355564
BP	regulation of single-species biofilm formation	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of single-species biofilm formation	2	1	0.032222300463713	0.678840265355564
BP	regulation of single-species biofilm formation in or on host organism	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of single-species biofilm formation in or on host organism	2	1	0.032222300463713	0.678840265355564
BP	xylulose 5-phosphate biosynthetic process	2	1	0.032222300463713	0.678840265355564
BP	regulation of heart looping	2	1	0.032222300463713	0.678840265355564
BP	lactone biosynthetic process	2	1	0.032222300463713	0.678840265355564
BP	organic heteropentacyclic compound catabolic process	2	1	0.032222300463713	0.678840265355564
BP	regulation of anterograde dense core granule transport	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of anterograde dense core granule transport	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of leukocyte differentiation	102	5	0.0255142542947205	0.678840265355564
BP	regulation of cyclic nucleotide-gated ion channel activity	2	1	0.032222300463713	0.678840265355564
BP	sulfate transmembrane transport	17	2	0.0304697628520506	0.678840265355564
BP	positive regulation of synaptic vesicle transport	2	1	0.032222300463713	0.678840265355564
BP	regulation of voltage-gated chloride channel activity	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of voltage-gated chloride channel activity	2	1	0.032222300463713	0.678840265355564
BP	phytanic acid metabolic process	2	1	0.032222300463713	0.678840265355564
BP	regulation of growth hormone activity	2	1	0.032222300463713	0.678840265355564
BP	regulation of aminoacyl-tRNA ligase activity	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of hemopoiesis	106	5	0.0294808566440214	0.678840265355564
BP	positive regulation of anterograde synaptic vesicle transport	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of hepatocyte apoptotic process	2	1	0.032222300463713	0.678840265355564
BP	pyroptosome complex assembly	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of microtubule binding	2	1	0.032222300463713	0.678840265355564
BP	cellular response to 2,3,7,8-tetrachlorodibenzodioxine	2	1	0.032222300463713	0.678840265355564
BP	regulation of dense core granule transport	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of dense core granule transport	2	1	0.032222300463713	0.678840265355564
BP	lymphatic endothelial cell migration	2	1	0.032222300463713	0.678840265355564
BP	regulation of membrane repolarization during atrial cardiac muscle cell action potential	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of protein serine/threonine phosphatase activity	2	1	0.032222300463713	0.678840265355564
BP	epicardium morphogenesis	2	1	0.032222300463713	0.678840265355564
BP	response to transition metal nanoparticle	2	1	0.032222300463713	0.678840265355564
BP	response to gold nanoparticle	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of oxidative phosphorylation uncoupler activity	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of T-helper 17 cell lineage commitment	2	1	0.032222300463713	0.678840265355564
BP	regulation of blood microparticle formation	2	1	0.032222300463713	0.678840265355564
BP	positive regulation of blood microparticle formation	2	1	0.032222300463713	0.678840265355564
BP	negative regulation of entry of bacterium into host cell	2	1	0.032222300463713	0.678840265355564
BP	regulation of cation channel activity	178	7	0.026677873317374	0.678840265355564
BP	negative regulation of caveolin-mediated endocytosis	2	1	0.032222300463713	0.678840265355564
BP	cardiac muscle cell contraction	74	4	0.0324254303166472	0.681860477515781
BP	O-glycan processing	43	3	0.032517568779534	0.682153418812771
BP	regulation of phosphorylation	1242	29	0.0325290550345501	0.682153418812771
BP	cilium movement	186	7	0.0327587098666721	0.683826829202187
BP	negative regulation of cell growth	186	7	0.0327587098666721	0.683826829202187
BP	regulation of potassium ion transport	109	5	0.0326974103194987	0.683826829202187
BP	myeloid leukocyte migration	227	8	0.0327004318485182	0.683826829202187
BP	cell projection morphogenesis	639	17	0.0330506192359549	0.689289696972164
BP	regulation of mitochondrion organization	147	6	0.0332084625225062	0.691317774556114
BP	macrophage activation involved in immune response	18	2	0.0339166439843462	0.694028833315555
BP	cytokine production involved in inflammatory response	75	4	0.0338290440542455	0.694028833315555
BP	positive regulation of T-helper 1 type immune response	18	2	0.0339166439843462	0.694028833315555
BP	regulation of humoral immune response mediated by circulating immunoglobulin	18	2	0.0339166439843462	0.694028833315555
BP	sulfate transport	18	2	0.0339166439843462	0.694028833315555
BP	aspartate family amino acid catabolic process	18	2	0.0339166439843462	0.694028833315555
BP	positive regulation of mitochondrion organization	75	4	0.0338290440542455	0.694028833315555
BP	toll-like receptor 9 signaling pathway	18	2	0.0339166439843462	0.694028833315555
BP	osteoclast development	18	2	0.0339166439843462	0.694028833315555
BP	positive regulation of response to stimulus	2099	45	0.0338247900808281	0.694028833315555
BP	branch elongation of an epithelium	18	2	0.0339166439843462	0.694028833315555
BP	chemokine (C-X-C motif) ligand 2 production	18	2	0.0339166439843462	0.694028833315555
BP	tight junction assembly	75	4	0.0338290440542455	0.694028833315555
BP	regulation of cytokine production involved in inflammatory response	75	4	0.0338290440542455	0.694028833315555
BP	regulation of T-helper 17 cell differentiation	18	2	0.0339166439843462	0.694028833315555
BP	regulation of chemokine (C-X-C motif) ligand 2 production	18	2	0.0339166439843462	0.694028833315555
BP	immune response-regulating signaling pathway	405	12	0.0340179500478114	0.69485545952629
BP	cellular response to nitrogen compound	690	18	0.0340032263956119	0.69485545952629
BP	regulation of lymphocyte proliferation	229	8	0.0341728748363366	0.697395628144772
BP	immune effector process	594	16	0.034458352862723	0.698225453353835
BP	response to glucose	188	7	0.0344121279613448	0.698225453353835
BP	regulation of necrotic cell death	44	3	0.0344889588854213	0.698225453353835
BP	negative regulation of axon extension	44	3	0.0344889588854213	0.698225453353835
BP	positive regulation of ATP-dependent activity	44	3	0.0344889588854213	0.698225453353835
BP	regulation of GTPase activity	360	11	0.0342500287426391	0.698225453353835
BP	positive regulation of mitotic nuclear division	44	3	0.0344889588854213	0.698225453353835
BP	regulation of extrinsic apoptotic signaling pathway in absence of ligand	44	3	0.0344889588854213	0.698225453353835
BP	regulation of cell motility	1043	25	0.0347567851223279	0.702401071170092
BP	regulation of neurogenesis	361	11	0.0348355663907114	0.703299601839157
BP	chloride transport	111	5	0.0349586457388111	0.703986285239819
BP	negative regulation of developmental growth	111	5	0.0349586457388111	0.703986285239819
BP	regulation of protein phosphorylation	1096	26	0.0353191090658052	0.705022565569039
BP	cell-cell junction assembly	149	6	0.0351252491730053	0.705022565569039
BP	regulation of defense response	644	17	0.0351729930935435	0.705022565569039
BP	cellular macromolecule metabolic process	5620	107	0.0351888071771195	0.705022565569039
BP	negative regulation of wound healing	76	4	0.0352675614279178	0.705022565569039
BP	cardiac muscle cell action potential	76	4	0.0352675614279178	0.705022565569039
BP	regulation of membrane permeability	76	4	0.0352675614279178	0.705022565569039
BP	cellular component assembly involved in morphogenesis	112	5	0.0361246352857461	0.716712764069202
BP	chromatin assembly	190	7	0.0361200815293785	0.716712764069202
BP	neuromuscular process	150	6	0.0361098108476505	0.716712764069202
BP	regulation of lymphocyte activation	455	13	0.0360494619878352	0.716712764069202
BP	cellular localization	2769	57	0.0360187477365624	0.716712764069202
BP	organic hydroxy compound metabolic process	550	15	0.0363003980847654	0.719574181322336
BP	positive regulation of cell population proliferation	946	23	0.0364866816290901	0.722639000042813
BP	regulation of activated T cell proliferation	45	3	0.0365208740751243	0.722688866346952
BP	activation of cysteine-type endopeptidase activity involved in apoptotic process	77	4	0.036741041557293	0.725786670278093
BP	apical junction assembly	77	4	0.036741041557293	0.725786670278093
BP	entry into host	151	6	0.0371119300644573	0.731845977831165
BP	regulation of T cell differentiation	151	6	0.0371119300644573	0.731845977831165
BP	inorganic ion homeostasis	747	19	0.0372041670893618	0.732841095004681
BP	polysaccharide catabolic process	19	2	0.0375072598331687	0.733303890620032
BP	epoxygenase P450 pathway	19	2	0.0375072598331687	0.733303890620032
BP	detection of temperature stimulus involved in sensory perception	19	2	0.0375072598331687	0.733303890620032
BP	regulation of hair follicle development	19	2	0.0375072598331687	0.733303890620032
BP	atrial cardiac muscle cell action potential	19	2	0.0375072598331687	0.733303890620032
BP	atrial cardiac muscle cell to AV node cell signaling	19	2	0.0375072598331687	0.733303890620032
BP	atrial cardiac muscle cell to AV node cell communication	19	2	0.0375072598331687	0.733303890620032
BP	locomotory behavior	192	7	0.0378831407507229	0.738122749247219
BP	response to hexose	192	7	0.0378831407507229	0.738122749247219
BP	neuron projection development	950	23	0.0379707485878912	0.739198463977241
BP	developmental growth involved in morphogenesis	234	8	0.0380492157663641	0.739464145592302
BP	response to alcohol	234	8	0.0380492157663641	0.739464145592302
BP	endoderm development	78	4	0.0382495280803261	0.742724453345294
BP	organic acid metabolic process	951	23	0.0383486893506569	0.74338461871248
BP	regulation of cellular component biogenesis	951	23	0.0383486893506569	0.74338461871248
BP	positive regulation of protein dephosphorylation	46	3	0.03861295730891	0.745972255681702
BP	endodermal cell differentiation	46	3	0.03861295730891	0.745972255681702
BP	endothelial cell migration	278	9	0.0387235002289598	0.747474941813829
BP	sexual reproduction	851	21	0.0388615723760063	0.748873002813311
BP	positive regulation of cell migration	556	15	0.0392920251793517	0.755254293590639
BP	mitochondrial membrane organization	115	5	0.039765153137447	0.762421625196631
BP	cellular metabolic process	10549	189	0.0397130004251379	0.762421625196631
BP	regulation of receptor signaling pathway via STAT	115	5	0.039765153137447	0.762421625196631
BP	protein localization	2398	50	0.0398361264035884	0.763141108332723
BP	adenylate cyclase-activating G protein-coupled receptor signaling pathway	154	6	0.0402244104052637	0.767463349858054
BP	skeletal muscle tissue development	154	6	0.0402244104052637	0.767463349858054
BP	actin filament-based process	804	20	0.0402299336619141	0.767463349858054
BP	hormone secretion	280	9	0.0402226136464157	0.767463349858054
BP	regulation of antigen processing and presentation	20	2	0.0412360573253742	0.775632220886841
BP	regulation of tolerance induction	20	2	0.0412360573253742	0.775632220886841
BP	atrial cardiac muscle tissue development	20	2	0.0412360573253742	0.775632220886841
BP	vitamin biosynthetic process	20	2	0.0412360573253742	0.775632220886841
BP	interferon-gamma production	116	5	0.041026430373696	0.775632220886841
BP	regulation of interferon-gamma production	116	5	0.041026430373696	0.775632220886841
BP	CD4-positive, alpha-beta T cell lineage commitment	20	2	0.0412360573253742	0.775632220886841
BP	positive regulation of regulatory T cell differentiation	20	2	0.0412360573253742	0.775632220886841
BP	enamel mineralization	20	2	0.0412360573253742	0.775632220886841
BP	G1 to G0 transition	20	2	0.0412360573253742	0.775632220886841
BP	mitochondrion morphogenesis	20	2	0.0412360573253742	0.775632220886841
BP	negative regulation of release of cytochrome c from mitochondria	20	2	0.0412360573253742	0.775632220886841
BP	regulation of flagellated sperm motility	20	2	0.0412360573253742	0.775632220886841
BP	maltose metabolic process	3	1	0.047942952437215	0.776893751993962
BP	response to reactive oxygen species	200	7	0.0454966758384555	0.776893751993962
BP	activation of membrane attack complex	3	1	0.047942952437215	0.776893751993962
BP	regulation of activation of membrane attack complex	3	1	0.047942952437215	0.776893751993962
BP	myeloid dendritic cell activation involved in immune response	3	1	0.047942952437215	0.776893751993962
BP	immunoglobulin transcytosis in epithelial cells	3	1	0.047942952437215	0.776893751993962
BP	chronic inflammatory response to antigenic stimulus	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of myeloid leukocyte differentiation	49	3	0.0452460779717998	0.776893751993962
BP	regulation of chronic inflammatory response to antigenic stimulus	3	1	0.047942952437215	0.776893751993962
BP	pressure natriuresis	3	1	0.047942952437215	0.776893751993962
BP	ethanol metabolic process	21	2	0.045097625054646	0.776893751993962
BP	amino-acid betaine catabolic process	3	1	0.047942952437215	0.776893751993962
BP	biotin metabolic process	3	1	0.047942952437215	0.776893751993962
BP	cellular ion homeostasis	670	17	0.0478447897011954	0.776893751993962
BP	endocytosis	566	15	0.0446651996795896	0.776893751993962
BP	acute-phase response	48	3	0.0429760089146284	0.776893751993962
BP	response to lipid hydroperoxide	3	1	0.047942952437215	0.776893751993962
BP	mitochondrion organization	515	14	0.0430917596960778	0.776893751993962
BP	regulation of sister chromatid cohesion	21	2	0.045097625054646	0.776893751993962
BP	cell recognition	156	6	0.0423885474265646	0.776893751993962
BP	neuron recognition	49	3	0.0452460779717998	0.776893751993962
BP	aspartate family amino acid metabolic process	49	3	0.0452460779717998	0.776893751993962
BP	response to cold	49	3	0.0452460779717998	0.776893751993962
BP	negative regulation of macromolecule biosynthetic process	1545	34	0.0448271287622353	0.776893751993962
BP	positive regulation of cell communication	1701	37	0.0431870667904149	0.776893751993962
BP	negative regulation of alkaline phosphatase activity	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of mitochondrion organization	50	3	0.0475745200394809	0.776893751993962
BP	positive regulation of pathway-restricted SMAD protein phosphorylation	49	3	0.0452460779717998	0.776893751993962
BP	regulation of Schwann cell differentiation	3	1	0.047942952437215	0.776893751993962
BP	regulation of satellite cell activation involved in skeletal muscle regeneration	3	1	0.047942952437215	0.776893751993962
BP	NAD catabolic process	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of cell-cell adhesion	288	9	0.0466111773399024	0.776893751993962
BP	positive regulation of signaling	1705	37	0.0444442622480383	0.776893751993962
BP	sister chromatid biorientation	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of defense response	286	9	0.0449545585640698	0.776893751993962
BP	regulation of myelination	48	3	0.0429760089146284	0.776893751993962
BP	negative regulation of protein polymerization	80	4	0.0413716187748251	0.776893751993962
BP	peripheral nervous system myelin formation	3	1	0.047942952437215	0.776893751993962
BP	isoquinoline alkaloid metabolic process	3	1	0.047942952437215	0.776893751993962
BP	purine ribonucleoside bisphosphate metabolic process	21	2	0.045097625054646	0.776893751993962
BP	negative regulation of maintenance of sister chromatid cohesion	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of toll-like receptor 9 signaling pathway	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of maintenance of mitotic sister chromatid cohesion	3	1	0.047942952437215	0.776893751993962
BP	response to monosaccharide	199	7	0.0444952593690832	0.776893751993962
BP	transepithelial water transport	3	1	0.047942952437215	0.776893751993962
BP	oviduct epithelium development	3	1	0.047942952437215	0.776893751993962
BP	pronephric nephron development	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of mesodermal cell fate specification	3	1	0.047942952437215	0.776893751993962
BP	tRNA 3'-trailer cleavage	3	1	0.047942952437215	0.776893751993962
BP	regulation of kinase activity	759	19	0.0424989857080025	0.776893751993962
BP	biological process involved in symbiotic interaction	283	9	0.0425442789102524	0.776893751993962
BP	transcytosis	21	2	0.045097625054646	0.776893751993962
BP	basophil activation	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of cell differentiation	863	21	0.0439643857138377	0.776893751993962
BP	negative regulation of cytolysis	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of complement activation, alternative pathway	3	1	0.047942952437215	0.776893751993962
BP	response to pyrethroid	3	1	0.047942952437215	0.776893751993962
BP	muscle cell cellular homeostasis	21	2	0.045097625054646	0.776893751993962
BP	negative regulation of follicle-stimulating hormone secretion	3	1	0.047942952437215	0.776893751993962
BP	regulation of eye pigmentation	3	1	0.047942952437215	0.776893751993962
BP	tissue morphogenesis	620	16	0.0475375173815148	0.776893751993962
BP	neuron projection morphogenesis	620	16	0.0475375173815148	0.776893751993962
BP	3'-phosphoadenosine 5'-phosphosulfate metabolic process	21	2	0.045097625054646	0.776893751993962
BP	positive regulation of immune response	513	14	0.0419530826681109	0.776893751993962
BP	activated T cell proliferation	48	3	0.0429760089146284	0.776893751993962
BP	regulation of body fluid levels	379	11	0.0466112700625156	0.776893751993962
BP	negative regulation of protein metabolic process	1119	26	0.0435456157891963	0.776893751993962
BP	modulation by symbiont of entry into host	50	3	0.0475745200394809	0.776893751993962
BP	metal ion homeostasis	660	17	0.042636742686918	0.776893751993962
BP	monovalent inorganic cation homeostasis	157	6	0.0434975563650833	0.776893751993962
BP	negative regulation of protein glycosylation	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of ovulation	3	1	0.047942952437215	0.776893751993962
BP	SMAD protein signal transduction	83	4	0.0463175284139684	0.776893751993962
BP	positive regulation of calcidiol 1-monooxygenase activity	3	1	0.047942952437215	0.776893751993962
BP	cardiac cell fate determination	3	1	0.047942952437215	0.776893751993962
BP	secretory granule maturation	3	1	0.047942952437215	0.776893751993962
BP	glycosylation	243	8	0.0457482508360538	0.776893751993962
BP	leukocyte proliferation	328	10	0.0428002599419005	0.776893751993962
BP	positive regulation of leukocyte proliferation	157	6	0.0434975563650833	0.776893751993962
BP	negative regulation of mast cell proliferation	3	1	0.047942952437215	0.776893751993962
BP	proteasome regulatory particle assembly	3	1	0.047942952437215	0.776893751993962
BP	cellular response to arsenic-containing substance	21	2	0.045097625054646	0.776893751993962
BP	negative regulation of macrophage inflammatory protein 1 alpha production	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of secondary heart field cardioblast proliferation	3	1	0.047942952437215	0.776893751993962
BP	tumor necrosis factor (ligand) superfamily member 11 production	3	1	0.047942952437215	0.776893751993962
BP	regulation of protein glycosylation in Golgi	3	1	0.047942952437215	0.776893751993962
BP	platelet-derived growth factor production	3	1	0.047942952437215	0.776893751993962
BP	regulation of platelet-derived growth factor production	3	1	0.047942952437215	0.776893751993962
BP	fasciculation of sensory neuron axon	3	1	0.047942952437215	0.776893751993962
BP	cell-cell adhesion	920	22	0.0466585943516222	0.776893751993962
BP	inorganic cation import across plasma membrane	118	5	0.0436210287102934	0.776893751993962
BP	inorganic ion import across plasma membrane	118	5	0.0436210287102934	0.776893751993962
BP	hydrocarbon catabolic process	3	1	0.047942952437215	0.776893751993962
BP	mesenchymal cell apoptotic process involved in metanephros development	3	1	0.047942952437215	0.776893751993962
BP	regulation of mesenchymal cell apoptotic process involved in metanephros development	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of mesenchymal cell apoptotic process involved in metanephros development	3	1	0.047942952437215	0.776893751993962
BP	carbohydrate derivative metabolic process	1014	24	0.0429537104280292	0.776893751993962
BP	nucleoside phosphate catabolic process	82	4	0.0446338814862725	0.776893751993962
BP	positive regulation of synoviocyte proliferation	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of superoxide dismutase activity	3	1	0.047942952437215	0.776893751993962
BP	regulation of extrinsic apoptotic signaling pathway via death domain receptors	50	3	0.0475745200394809	0.776893751993962
BP	regulation of mitochondrial membrane permeability involved in programmed necrotic cell death	3	1	0.047942952437215	0.776893751993962
BP	regulation of supramolecular fiber organization	373	11	0.0424205503153671	0.776893751993962
BP	negative regulation of endodermal cell differentiation	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of DNA catabolic process	3	1	0.047942952437215	0.776893751993962
BP	regulation of anterograde synaptic vesicle transport	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of inorganic anion transmembrane transport	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of TRAIL-activated apoptotic signaling pathway	3	1	0.047942952437215	0.776893751993962
BP	regulation of succinate dehydrogenase activity	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of succinate dehydrogenase activity	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of aconitate hydratase activity	3	1	0.047942952437215	0.776893751993962
BP	response to 2,3,7,8-tetrachlorodibenzodioxine	3	1	0.047942952437215	0.776893751993962
BP	ATP export	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of removal of superoxide radicals	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of leukocyte adhesion to arterial endothelial cell	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of membrane repolarization during ventricular cardiac muscle cell action potential	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of membrane repolarization during cardiac muscle cell action potential	3	1	0.047942952437215	0.776893751993962
BP	tight junction disassembly	3	1	0.047942952437215	0.776893751993962
BP	regulation of tight junction disassembly	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of tight junction disassembly	3	1	0.047942952437215	0.776893751993962
BP	regulation of proton-transporting ATP synthase activity, rotational mechanism	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of proton-transporting ATP synthase activity, rotational mechanism	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of membrane permeability	50	3	0.0475745200394809	0.776893751993962
BP	negative regulation of mesodermal cell differentiation	3	1	0.047942952437215	0.776893751993962
BP	dense core granule maturation	3	1	0.047942952437215	0.776893751993962
BP	bone regeneration	3	1	0.047942952437215	0.776893751993962
BP	regulation of tumor necrosis factor (ligand) superfamily member 11 production	3	1	0.047942952437215	0.776893751993962
BP	negative regulation of T cell costimulation	3	1	0.047942952437215	0.776893751993962
BP	regulation of ATP biosynthetic process	21	2	0.045097625054646	0.776893751993962
BP	negative regulation of chloride transport	3	1	0.047942952437215	0.776893751993962
BP	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	3	1	0.047942952437215	0.776893751993962
BP	regulation of phosphatase activity	84	4	0.0480361311782248	0.777299552455587
BP	phosphatidylinositol metabolic process	161	6	0.0481145025649433	0.778015939420089
BP	alpha-beta T cell lineage commitment	22	2	0.0490866901637231	0.783398227259075
BP	immunoglobulin production	122	5	0.0490997311088919	0.783398227259075
BP	pinocytosis	22	2	0.0490866901637231	0.783398227259075
BP	axonal fasciculation	22	2	0.0490866901637231	0.783398227259075
BP	flagellated sperm motility	122	5	0.0490997311088919	0.783398227259075
BP	negative regulation of chondrocyte differentiation	22	2	0.0490866901637231	0.783398227259075
BP	negative regulation of organic acid transport	22	2	0.0490866901637231	0.783398227259075
BP	ionotropic glutamate receptor signaling pathway	22	2	0.0490866901637231	0.783398227259075
BP	steroid hormone secretion	22	2	0.0490866901637231	0.783398227259075
BP	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	22	2	0.0490866901637231	0.783398227259075
BP	cAMP metabolic process	22	2	0.0490866901637231	0.783398227259075
BP	regulation of epithelial cell proliferation	382	11	0.0488091300588302	0.783398227259075
BP	cytoplasmic sequestering of protein	22	2	0.0490866901637231	0.783398227259075
BP	hepatocyte proliferation	22	2	0.0490866901637231	0.783398227259075
BP	epithelial cell proliferation involved in liver morphogenesis	22	2	0.0490866901637231	0.783398227259075
BP	cellular response to toxic substance	122	5	0.0490997311088919	0.783398227259075
BP	sperm motility	122	5	0.0490997311088919	0.783398227259075
BP	neuron projection fasciculation	22	2	0.0490866901637231	0.783398227259075
BP	ligand-gated ion channel signaling pathway	22	2	0.0490866901637231	0.783398227259075
BP	extrinsic apoptotic signaling pathway via death domain receptors	85	4	0.0497896315286076	0.792742660821151
BP	axon development	478	13	0.0498691486033875	0.793455017109406
